project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS482,2.5 MW Bundled Wind Power Project in Maharashtra (India),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Raj Infrastructure Development (India) Pvt. Ltd.,No,Wind,Wind
VCS3327,Installation of high efficiency wood burning cookstoves in Indonesia 1,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,C-Quest Capital Stoves Asia Limited,No,Cookstoves, 
CAR1076,CSE Arizona Facility,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"CSE Operating I, LLC",Compliance,Manure Methane Digester,Manure Methane Digester
GS11482,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 12 - GS11482 ,AMS-I.A.,AMS-I.A. Electricity generation by the user, ,GOLD,Energy Efficiency - Domestic,MicroEnergy Credits,No,Bundled Energy Efficiency, 
GS3971,Prayas- A VER project for the rural communities in Uttarakhand,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Biogas - Heat,Society for the Upliftment of Villagers and Development of Himalayan Areas (SUVIDHA),No,Cookstoves, 
GS530,Saraff Biogas Wastewater Treatment and Biogas Utilisation project (300177),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Biogas - Electricity,South Pole Carbon Asset Management Ltd.,No,Methane Recovery in Wastewater, 
VCS2660,KONYA ENERGY BIOGAS PLANT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Middle East,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester, 
VCS1742,Hydroelectric Project in Kinnaur District in Himachal Pradesh,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),JSW Hydro Energy Limited,No,Hydropower,Hydropower
GS7491,ORLEMIS WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Örlemiş RES Elektrik Üretim A.Ş.,No,Wind,Wind
GS3660,Carbon sequestration via afforestation in Siberian settlements ,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration, ,GOLD,A/R,NGO Center for Environmental Innovation,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS428,Chol Charoen Group Wastewater Treatment with Biogas System I (Chacherngsao),AMS-I.C.;AMS-I.D.;AMS-III.H.,AMS-I.C. Thermal energy production with or without electricity;AMS-I.D. Grid connected renewable electricity generation;AMS-III.H. Methane recovery in wastewater treatment,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"S.C. Industry Co., Ltd.",No,Methane Recovery in Wastewater, 
VCS84,BEIJING 48 MW GUANTING WIND POWER PROJECT,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Beijing Jingeng Energy Technology Investment Compa,No,Wind,Wind
GS7552,Dren Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Cagla Balci Eris,No,Wind,Wind
ACR918,Tradewater ODS 52,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects (ODS), ,ACR,Ozone Depleting Substances,"Tradewater, LLC",No,Ozone Depleting Substances Recovery & Destruction, 
GS7136,GS1247 VPA 163 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS1754,"Reading Wind Energy, LLC",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,North America,VCS,Energy industries (renewable/non-renewable sources),Southern Power Company,No,Wind,Wind
VCS643,"16.0 MW bagasse based cogeneration project at Ahmadnagar, Maharashtra by M/s Mula Sahakari Sakhar Karkhana Ltd.",ACM0006,ACM0006 Electricity and heat generation from biomass,Asia,VCS,Energy industries (renewable/non-renewable sources),M/s Mula Sahakari Sakhar Karkhana Ltd.,No,Biomass,Biomass
GS11907,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 7,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
VCS4659,One Mara Carbon Project,VM0032,VM0032 Methodology for the Adoption of Sustainable Grasslands through Adjustment of Fire and Grazing,Africa,VCS,Agriculture Forestry and Other Land Use,Maasai Mara Wildlife Conservancies Association,No,Sustainable Grassland Management,Sustainable Grassland Management
CAR560,New River Landfill Gas Methane Destruction Project,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,New River Resource Authority,No,Landfill Methane,Landfill Methane
VCS1205,Tatar Hydro Electricity Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Darenhes Elektrik Uretimi A.S.,No,Hydropower,Hydropower
VCS561,Ecofren Power 8 MW Renewable Sources Biomass Power Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Ecofren Power & Projects Ltd,No,Biomass, 
VCS336,"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands",AMS-I.C.;AMS-III.D.,AMS-I.C. Thermal energy production with or without electricity;AMS-III.D. Methane recovery in animal manure management systems,Europe,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Houbensteyn milieu BV,No,Manure Methane Digester, 
VCS4128,ECOPARQUE MACEIÓ LANDFILL GAS PROJECT,ACM0001,ACM0001 Flaring or use of landfill gas,Latin America,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,ORIZON Valorização de Resíduos S.A.,No,Landfill Methane,Landfill Methane
GS12439,Household Biogas Project 2 Uttarakhand and Uttar Pradesh India,Methodology for animal waste management and biogas application,GS methodology for Manure Management Systems and Municipal Solid Waste, ,GOLD,Biogas - Heat,myclimate Foundation,No,Biodigesters,Manure Methane Digester
GS12002,Small-scale solar electrical programme South Africa – CPA-007,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid, ,GOLD,Other,BLUE WORLD CARBON ASSET MANAGEMENT (PTY) LTD,No,Solar - Distributed, 
VCS2376,Jilin Lushuihe Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,"Jilin Forest Industry Environmental Technology Co., Ltd.",No,Afforestation/Reforestation,Afforestation/Reforestation
GS1044,GS VER UpEnergy's Uganda Biomass Cookstove Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
VCS3592,Sankuru Peace Forest Grouped REDD Project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Africa,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+, 
GS685,GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru - VPA1,GS Methodology for Improved Cook stoves and Kitchen Regimes,GS Methodology for Improved Cookstoves and Kitchen Regimes, ,GOLD,Energy Efficiency - Domestic,MICROSOL SAS,No,Cookstoves, 
GS7672,GS1247 VPA 220 Central and Western Uganda Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
GS7731,GS5304 MKOPA Solar Lighting Programme of Activities - Kenya VPA 5 by Natural Capital Partners,AMS-III.AR.,AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems, ,GOLD,Solar Thermal - Electricity,Natural Capital Partners,No,Solar Lighting,Solar Lighting
VCS1704,"Agricultural Land Management  project in Beed District, India implemented by Godrej Properties Ltd.",VM0017,VM0017 Adoption of Sustainable Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Godrej Properties Ltd,No,Sustainable Agriculture,Sustainable Agriculture
VCS3983,Improved Cookstove Distribution in Ghana by EKI Phase-II,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Africa,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
GS11621,Igneo Technologies – Precious Metals and Copper Recovering and Recycling Activities Savannah GA USA    ,AMS-III.BA,AMS-III.BA. Recovery and recycling of materials from E-waste, ,GOLD,Other,Igneo Technologies LLC,No,Waste Recycling, 
VCS2307,Ambatolampy 20 MW solar PV,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Africa,VCS,Energy industries (renewable/non-renewable sources),GreenYellow Madagascar,No,Solar - Centralized, 
GS1104,Zhongshan County Micro Hydro Project Bundle No.6,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",Swiss Carbon Value Ltd.,No,Hydropower,Hydropower
CAR1497,Ejido Salto de Camellones,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",No,Improved Forest Management,Improved Forest Management
VCS3025,CSD Wastewater Treatment Plant Project in Hebei Province,AM0080,AM0080 Mitigation of greenhouse gases emissions with treatment of wastewater in aerobic wastewater treatment plants,Asia,VCS,Waste handling and disposal,"CSD Water Service Co., Ltd.",No,Methane Recovery in Wastewater, 
GS10971,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-5,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
VCS511,Zhang Jiagang waste heat recovery from sulphuric acid production for electricity generation project,ACM0002;ACM0012,ACM0002 Grid-connected electricity generation from renewable sources;ACM0012 Waste energy recovery,Asia,VCS,Chemical industry; Energy industries (renewable/non-renewable sources),Shanghai Yangtze Delta Investment Consulting Co.,No,Waste Heat Recovery, 
GS12112,Liki Pinangawan Muaralaboh Geothermal Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Geothermal,PT. SUPREME ENERGY MUARA LABOH,No,Geothermal,Geothermal
VCS4234,RIDI Grouped Hydro Solar Power Project in Nepal,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),EKI Energy Services Limited,No,RE Bundled,Hydropower
GS3262,GS1247 VPA 28 Improved Kitchen regimes: Improved stove in Zoba Anseba Eritrea,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Cookstoves, 
VCS3600,SULIGE AFFORESTATION PROJECT IN INNER MONGOLIA AUTONOMOUS REGION,AR-AMS0007,AR-AMS0007 Afforestation and reforestation project activities implemented on lands other than wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,PETROCHINA Changqing Oilfield Company,No,Afforestation/Reforestation,Afforestation/Reforestation
GS6116,Improved Cookstoves Project Activity in Honduras “Vida Mejor con Ecofogones de Alto Rendimiento” – CPA No 009,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Envirofit International Ltd.,No,Cookstoves, 
VCS4097,Zhejiang Shengtang Recycling Materials from E-waste Project,AMS-III.BA,AMS-III.BA. Recovery and recycling of materials from E-waste,Asia,VCS,Waste handling and disposal,"Zhejiang Shengtang Environmental Protection Technology Co., Ltd.",No,Waste Recycling, 
VCS2506,Adjusted Water Management in Rice Cultivation In Northern Lujiang County,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hefei Luyu Agricultural Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
ACR721,Kibby Skinner IFM Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Weyerhaeuser Company,No,Improved Forest Management,Improved Forest Management
VCS984,CEMEX USA: BIOMASS PROJECT AT MIAMI CEMENT PLANT,ACM0003,ACM0003 Partial substitution of fossil fuels in cement or quicklime manufacture,North America,VCS,Manufacturing industries,CEMEX Construction Materials of Florida,No,Biomass, 
GS6753,CECIC HKC Danjinghe Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Beijing Fangzhou Jiaye Technology Co ltd,No,Wind,Wind
ACR912,NativState - Mixed Broadleaf Forests of the Ozark Highlands (PDA),Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Nativstate LLC,No,Improved Forest Management,Improved Forest Management
GS7774,Clean Cooking Initiative,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Newton Energy,No,Cookstoves, 
GS12034,Safe Water Purifier Project in Tanzania Northern,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Lift Solution Limited,No,Clean Water,Clean Water
CAR891,Elk Creek Coal Mine Methane Destruction & Utilization Project,CAR U.S. Coal Mine Methane Protocol,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,CAR,Coal Mine Methane - Drainage,"Vessels Coal Gas, Inc.",Early Action,Mine Methane Capture,Mine Methane Capture
VCS2379,Huadu Afforestation Project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Afforestation/Reforestation,Afforestation/Reforestation
VCS4558,Xinhangdao AWMS GHG Mitigation Project In Shangqiu City,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Henan Xinhangdao Food Co.,Ltd",No,Manure Methane Digester, 
CAR1046,Trinity Timberlands University Hill Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",Compliance,Improved Forest Management,Improved Forest Management
CAR1553,Bienes Comunales Santiago Cuautenco,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Bioforestal Innovación Sustentable S.C.,No,Improved Forest Management,Improved Forest Management
VCS2359,Serra do Sudeste Landscape Restoration and Reforestation Project,AR-AMS0007,AR-AMS0007 Afforestation and reforestation project activities implemented on lands other than wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,The Green Branch,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS796,Alto Huayabamba,AR-AMS0001,AR-AMS0001 Simplified baseline and monitoring methodologies for small-scale A/R CDM project activities implemented on grasslands or croplands with limited displacement of pre-project activities,Latin America,VCS,Agriculture Forestry and Other Land Use,Pur Projet,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1404,"Vaspet-II and Vaspet-III Wind Power Project, Maharashtra",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),ReNew Wind Energy (Shivpur) Private Limited,No,Wind,Wind
VCS1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Arsan Sogukpynar Elektrik Uretim A.S.,No,Hydropower,Hydropower
GS11083,GS1247 VPA 287 - Burkina Faso Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
GS11063,GS1247 VPA 282 Malawi Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
GS1117,60MW Solar PV - Monte Plata,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,myclimate Foundation,No,Solar - Centralized,Solar - Centralized
CAR1240,A-Gas O'Hare,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS2464,Nanning Landfill Gas Power Generation Project,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Guangxi Ruirong Energy Technology Co., Ltd.",No,Landfill Methane,Landfill Methane
GS861,Maren Geothermal Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Geothermal,FutureCamp Climate GmbH,No,Geothermal,Geothermal
GS4446,11.35 MW bundled renewable energy based power generation by Interocean Group,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Solar Thermal - Electricity,Interocean Group,No,Solar - Centralized,Solar - Centralized
GS1242,MUTLU 5 WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,No,Wind,Wind
GS11274,Improved Cookstove and Safe Water Programme – Nigeria – VPA 16,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS953,The Paraguay Forest Conservation Project - Reduction of GHG emissions from deforestation and forest degradation in the Chaco-Pantanal ecosystem,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America,VCS,Agriculture Forestry and Other Land Use,Swire Pacific Offshore Operations (Pte) Ltd. (SPO),No,REDD+, 
ACR812,OMMC1,Capturing and Destroying Methane from Coal and Trona Mines in North America,ACR Capturing and Destroying Methane from Coal and Trona Mines in North America, ,ACR,Coal Mine Methane,Environmental Commodities Corporation,No,Mine Methane Capture,Mine Methane Capture
CAR1614,Klamath Forest Carbon Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Acer Klamath Forest LLC,No,Improved Forest Management,Improved Forest Management
CAR1367,Hudson Tech 2019-5,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Hudson Technologies Company,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS881,OLKARIA III PHASE 2 GEOTHERMAL EXPANSION PROJECT IN KENYA,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Africa,VCS,Energy industries (renewable/non-renewable sources),JPMorgan Ventures Energy Corportaion,No,Geothermal,Geothermal
ACR872,Tradewater ODS 49,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Tradewater, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS11260,Improved Cookstove and Safe Water Programme – Nigeria – VPA 02,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS2635,Luohe Geothermal Based Space Heating System,AM0072,AM0072 Fossil fuel displacement by geothermal resources for space heating,Asia,VCS,Energy industries (renewable/non-renewable sources),"Wanjiang New Energy Group Co., Ltd.",No,Geothermal,Geothermal
GS610,Turguttepe 24 MW Wind Power Project Turkey,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
CAR1485,La Gloria de Gante,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Toroto SAPI de CV,No,Afforestation/Reforestation,Improved Forest Management
GS2499,Gansu Jinchang Magang and Huangmaopo Bundled Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Climate Bridge (Shanghai) Ltd.,No,Wind,Wind
GS12132, GS10818 - Dissemination of Improved Cookstoves in India by Greenway - Dissemination of Improved Cookstoves in Karnataka by Greenway - VPA025,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Greenway Grameen Infra Private Limited,No,Cookstoves, 
VCS3063,Pengmai Composting Project in Fangcheng County,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Fangcheng County Pengmai Agriculture and animal husbandry development Co., Ltd.",No,Composting, 
GS12396,Improved Cookstove and Safe Water Programme – Nigeria - VPA 80,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
CAR1378,Ninemile 2019,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management,Improved Forest Management
VCS720,Tree Planting in South African townships,AR-AM0002,AR-AM0002 Restoration of degraded lands through afforestation/reforestation,Africa,VCS,Agriculture Forestry and Other Land Use,Food and Trees for Africa (FTFA),No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1215,The Makira Forest Protected Area in Madagascar,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Africa,VCS,Agriculture Forestry and Other Land Use,The Wildlife Conservation Society (WCS),No,REDD+, 
GS11336,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Guangxi Province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
", ,GOLD,Biogas - Electricity,Profit Carbon Environmental Energy Technology (Shanghai) Co. Ltd.,No,Manure Methane Digester, 
VCS713,KOYULHISAR HYDRO ELECTRICITY POWER PLANT,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Aydem Yenilenebilir Enerji A.Ş.,No,Hydropower,Hydropower
GS2489,Efficient cookstoves in Benin and Togo (PoA),GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,CO2logic,No,Cookstoves,Cookstoves
VCS730,Electricity generation from 17.10 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),RESURGE ENERGY PRIVATE LIMITED,No,Wind,Wind
GS4124,Nanyang Danjiang River Solar Cooker Project Phase I (GS1378 CER to VER conversion),AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Heat,Sirreon Technology & Development (Beijing) Co.Ltd,No,Cookstoves,Solar Water Heaters
CAR1531,"Carbono, Agua y Biodiversidad Indígena Jaltianguis",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,No,Improved Forest Management,Improved Forest Management
GS3122,Consórcio Horizonte Asja,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Biogas - Electricity,Consórcio Horizonte Asja,No,Landfill Methane,Landfill Methane
CAR1336,TCT Birmingham IFM Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Peak Carbon Offset LLC,Compliance,Improved Forest Management,Improved Forest Management
ACR585,A-Gas V4,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants", ,ACR,Industrial Process Emissions,A-Gas US Inc.,No,HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
VCS61,Tapajós Ceramic Fuel Switching Project,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Latin America,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Biomass, 
GS2429,WWF Ningshan County High Efficient Cook Stove Project,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,South Pole Carbon Asset Management Ltd.,No,Cookstoves, 
VCS2347,FOÇA BIOGAS ENERGY POWER PLANT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Middle East,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester, 
CAR429,McCloud River,CAR U.S. Forest Protocol,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Conservation-Based Forest Management,"Bascom Pacific, LLC",Early Action,Improved Forest Management,Improved Forest Management
GS11520,Up Energy Improved Cookstoves Programme Uganda – CPA No 031 supported by Republic of Korea,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
VCS495,"Positive Climate Care 8.75 MW bundled Wind Power Project Activity in the state of Maharashtra, India.",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
VCS2522,Installation of high efficiency wood burning cookstoves in Thailand,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,C-Quest Capital SGT Asia Stoves Private Limited,No,Cookstoves, 
VCS4334,"Biogas Project in Cuddalore, India",AMS-III.D.;AMS-III.AO.;AMS-III.AQ,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.AO. Methane recovery through controlled anaerobic digestion;AMS-III.AQ. Introduction of Bio-CNG in transportation applications,Asia,VCS,Transport; Waste handling and disposal,Global Carbon Solutions,No,Biodigesters, 
ACR818,HT HFC Reclamation Project Champaign 2021,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants", ,ACR,Industrial Process Emissions,Hudson Technologies Company,No,HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
