project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
CAR1016,DPC Domestic ODS Destruction Project #15,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1017,GEC Organics,CAR U.S. Organic Waste Composting Protocol,North America,CAR,Organic Waste Composting,GEC Organics,No,Composting
CAR1019,LA PERSEVERANCIA BIOGAS PLANT,CAR Mexico Landfill Protocol,Latin America and the Caribbean,CAR,Landfill - MX,Energía Renovable de Cuautla S.A. de C.V.,No,Landfill Methane
CAR1021,EOS ARB ODS 2013-8,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1022,New Energy One Livestock Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1023,Coolgas ODS 2013 Project #1,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S.,"COOLGAS, INC.",ARB Early Action,Ozone Depleting Substances Recovery & Destruction
CAR1026,EOS ARB ODS 2014-2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1027,"Rentech Nitrogen, LLC - Nitric Acid Plant 2",CAR U.S. Nitric Acid Production Protocol,North America,CAR,Nitric Acid N2O- Secondary Catalyst,"East Dubuque Nitrogen Fertilizers, LLC",No,N2O Destruction in Nitric Acid Production
CAR1028,Finite Carbon - Lyme GLS,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,GLS Woodlands LLC,No,Improved Forest Management
CAR1029,ECC ODS Destruction 11-2013,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Environmental Credit Corp.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1032,Virginia Highlands I,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Nature Conservancy,ARB Compliance,Improved Forest Management
CAR1033,Sunny Knoll Farms Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1035,Scenic View Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1036,Brook View Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1040,SPI Wildfire Reforestation Project #2,CAR U.S. Forest Protocol,North America,CAR,Reforestation,Sierra Pacific Industries,No,Afforestation/Reforestation
CAR1041,Sacramento Canyon ARB001,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,ARB Compliance,Improved Forest Management
CAR1042,SPI Wildfire Reforestation Project #3,CAR U.S. Forest Protocol,North America,CAR,Reforestation,Sierra Pacific Industries,No,Afforestation/Reforestation
CAR1044,SPI Wildfire Reforestation Project #5,CAR U.S. Forest Protocol,North America,CAR,Reforestation,Sierra Pacific Industries,No,Afforestation/Reforestation
CAR1046,Trinity Timberlands University Hill Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",ARB Compliance,Improved Forest Management
CAR1047,DPC Domestic ODS Destruction Project #17,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1049,Pagel's Ponderosa Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1050,Lawton GCCS,CAR U.S. Landfill Protocol,North America,CAR,Landfill Gas Capture/Combustion,City of Lawton,No,Landfill Methane
CAR1056,T&M Herrema Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1057,T&M Hidden View Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1058,T&M Windy Ridge Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1059,DPC Domestic ODS Destruction Project #19,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1062,Finite Carbon - Shannondale Tree Farm,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Shannondale Carbon, LLC",ARB Compliance,Improved Forest Management
CAR1063,Farm Cove Community Forest,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Downeast Lakes Land Trust,ARB Compliance,Improved Forest Management
CAR1064,Van-Erk Dairy Digester Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Native, a Public Benefit Corporation",ARB Compliance,Manure Methane Digester
CAR1065,ABEC New Hope LLC,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"California Bioenergy, LLC",ARB Compliance,Manure Methane Digester
CAR1066,Buck Mountain ARB002,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,ARB Compliance,Improved Forest Management
CAR1067,Sustainable Mountain IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Sustainable Mountain Center, LLC",ARB Compliance,Improved Forest Management
CAR1068,ECC ODS Destruction 2-2014,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Environmental Credit Corp.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1069,A-GAS RemTec 2013-5,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1070,Phase 1 Sustainable Forest Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Yurok Tribe,ARB Compliance,Improved Forest Management
CAR1071,DPC Domestic ODS Destruction Project #20,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1072,A-GAS RemTec 2014-1,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1074,EOS CAR 1074,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1075,EOS CAR 1075,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,No,Ozone Depleting Substances Recovery & Destruction
CAR1076,CSE Arizona Facility,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"CSE Operating I, LLC",ARB Compliance,Manure Methane Digester
CAR1077,Linde,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"CSE Operating II, LLC",ARB Compliance,Manure Methane Digester
CAR1080,George DeRuyter and Sons Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1081,"Roeslein Alternative Energy of Missouri, LLC - Valley View",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Roeslein Alternative Energy of Missouri, LLC",ARB Compliance,Manure Methane Digester
CAR1082,Qualco Energy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,Whole Energy Fuels Corporation,No,Manure Methane Digester
CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Roeslein Alternative Energy of Missouri, LLC",ARB Compliance,Manure Methane Digester
CAR1084,"Roeslein Alternative Energy of Missouri, LLC - Whitetail",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Roeslein Alternative Energy of Missouri, LLC",No,Manure Methane Digester
CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Potlatch Forest Holdings, Inc.",ARB Compliance,Improved Forest Management
CAR1088,Finite Carbon - JTO Champion Property IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Jackson Timberland Opportunities-Champion, LLC",ARB Compliance,Improved Forest Management
CAR1089,A-GAS RemTec 2014-2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1090,Big Bend,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1092,Big Valley,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1093,A-GAS RemTec 2014-3,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1094,Ashford III,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Nisqually Land Trust,ARB Compliance,Improved Forest Management
CAR1095,Brushy Mountain,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Coastal Forestlands, LTD., a California Limited Partnership",ARB Compliance,Improved Forest Management
CAR1096,Lenz Composting,CAR U.S. Organic Waste Composting Protocol,North America,CAR,Organic Waste Composting,ClimeCo LLC,No,Composting
CAR1097,Dairy Dreams Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1099,Gualala River Forest - ARB,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Conservation Fund,ARB Compliance,Improved Forest Management
CAR1100,Big River / Salmon Creek Forests - ARB,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Conservation Fund,ARB Compliance,Improved Forest Management
CAR1101,Vander Haak Dairy COP,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1102,Montesol - Forest Carbon Partners Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Montesol LLC,ARB Compliance,Improved Forest Management
CAR1104,Forest Carbon Partners-Gabrych Ranch Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,GM Gabrych Family L.P,ARB Compliance,Improved Forest Management
CAR1105,American Soda LLC Waste Mine Methane Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,CAR,Mine Methane Capture - ARB Compliance,American Soda LLC,ARB Compliance,Mine Methane Capture
CAR1106,Green Valley Dairy Methane Reduction Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",ARB Compliance,Manure Methane Digester
CAR1109,Green Assets – Woodlands Nature Reserve Avoided Conversion Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Avoided Conversion - ARB Compliance,"Woodlands Nature Reserve, LLC",ARB Compliance,Avoided Forest Conversion
CAR1110,Backbone,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1111,Marble Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1112,Bowman Lake,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1113,Bull Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1114,Crane Valley,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1115,Fall River,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1117,Ninemile,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1118,South Trinity Divide,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management
CAR1120,Fair Oaks Dairy Farm LLC GHD-Designed Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1121,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1122,"Bridgewater Dairy, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1123,"Central Sands Dairy, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1124,"Willow Point Dairy, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1126,West River Farm Anaerobic Digester Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1127,District 45 Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1129,Finite Carbon - NEFF Hersey Mountain,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,New England Forestry Foundation,No,Improved Forest Management
CAR1130,Finite Carbon - Lyme Brimstone Timberlands IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Lyme Brimstone Timberlands LLC,ARB Compliance,Improved Forest Management
CAR1132,OHE DM4-3,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Align RNG Magnolia, LLC",ARB Compliance,Manure Methane Digester
CAR1133,OHE DM2-1,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Align RNG Magnolia, LLC",ARB Compliance,Manure Methane Digester
CAR1134,Finite Carbon - Brosnan Forest,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Norfolk Southern Railway Company,ARB Compliance,Improved Forest Management
CAR1135,"Grotegut Dairy Farm, Inc",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"DTE Biomass Energy, Inc.",ARB Compliance,Manure Methane Digester
CAR1136,CalBio ORRD Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ABEC Bidart-Old River LLC,ARB Compliance,Manure Methane Digester
CAR1137,Patterson Farms COP,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1138,Sunnyside Farms COP,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1140,Willits Woods IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Green Diamond Resource Company,ARB Compliance,Improved Forest Management
CAR1141,Van Eck Forest,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Fred M Van Eck Forest Foundation for Purdue University,ARB Compliance,Improved Forest Management
CAR1142,Fiscalini Farms Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Fiscalini Properties, L.P.",ARB Compliance,Manure Methane Digester
CAR1143,"WTE-Dallmann, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"WTE-Dallmann, LLC",ARB Compliance,Manure Methane Digester
CAR1144,EOS CAR 1144,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,No,Ozone Depleting Substances Recovery & Destruction
CAR1145,"Storms Hog Power, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1146,Vanderhyde Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",ARB Compliance,Manure Methane Digester
CAR1147,Virginia Conservation Forestry Program - Tazewell - Elk Garden,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Nature Conservancy,ARB Compliance,Improved Forest Management
CAR1151,Cottonwood Dairy Livestock Gas Capture Project,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Gallo Cattle Company, a Limited Partnership",ARB Compliance,Manure Methane Digester
CAR1153,Holsum Elm Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Holsum Dairies, LLC",ARB Compliance,Manure Methane Digester
CAR1155,Maple Leaf Dairy West,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"DTE Biomass Energy, Inc.",ARB Compliance,Manure Methane Digester
CAR1156,Maple Leaf Dairy East,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"DTE Biomass Energy, Inc.",ARB Compliance,Manure Methane Digester
CAR1157,WestPoint Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",No,Manure Methane Digester
CAR1158,Whitesides Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Camco Offsets I, LLC",No,Manure Methane Digester
CAR1160,Virginia Conservation Forestry Program - Clifton Farm,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Nature Conservancy,ARB Compliance,Improved Forest Management
CAR1161,SIG Carbon– Northeast Wilderness Trust – Howland Research Forest,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Northeast Wilderness Trust,ARB Compliance,Improved Forest Management
CAR1162,SIG Carbon - Northeast Wilderness Trust - Alder Stream Preserve,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Northeast Wilderness Trust,ARB Compliance,Improved Forest Management
CAR1163,SPI Wildfire Reforestation Project #1,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Reforestation - ARB Compliance,Sierra Pacific Industries,No,Afforestation/Reforestation
CAR1164,SPI Wildfire Reforestation Project #2,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Reforestation - ARB Compliance,Sierra Pacific Industries,ARB Compliance,Afforestation/Reforestation
CAR1165,SPI Wildfire Reforestation Project #3,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Reforestation - ARB Compliance,Sierra Pacific Industries,ARB Compliance,Afforestation/Reforestation
CAR1167,SPI Wildfire Reforestation Project #5,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Reforestation - ARB Compliance,Sierra Pacific Industries,ARB Compliance,Afforestation/Reforestation
CAR1168,SPI Wildfire Reforestation Project #6,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Reforestation - ARB Compliance,Sierra Pacific Industries,No,Afforestation/Reforestation
CAR1169,TMF Biofuels Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"TMF Biofuels, LLC",ARB Compliance,Manure Methane Digester
CAR1171,A-GAS Americas 2015-1,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1172,DPC Domestic ODS Destruction Project #22,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1173,Forest Carbon Partners - Berea College Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",ARB Compliance,Improved Forest Management
CAR1174,Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",ARB Compliance,Improved Forest Management
CAR1175,Finite Carbon - Passamaquoddy Tribe IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Passamaquoddy Joint Tribal Council,ARB Compliance,Improved Forest Management
CAR1176,Finite Carbon - Lyme Cross City IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Lyme Cross City Forest Company LLC,No,Improved Forest Management
CAR1177,"Pixley Biogas, LLC",ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Pixley Biogas, LLC",ARB Compliance,Manure Methane Digester
CAR1178,Open Sky Ranch Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,"Maas Energy Works, Inc.",ARB Compliance,Manure Methane Digester
CAR1179,A-GAS RemTec 2015-2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1181,Forest Carbon Partners -- Fort Seward Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Forest Carbon Partners, L.P.",No,Improved Forest Management
CAR1182,ClimeCo ODS Destruction 16 and 17,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
CAR1183,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Steigerwadlt Land Services, Inc.",ARB Compliance,Improved Forest Management
CAR1184,Spruce Haven Farm COP,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,CAR,Livestock - ARB Compliance,ClimeCo LLC,ARB Compliance,Manure Methane Digester
CAR1185,Finite Carbon - The Forestland Group Buffalo IFM I,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,Heartwood Forestland Fund III Limited Partnership,No,Improved Forest Management
CAR1186,Wapiti Woods II,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,The Conservation Fund,No,Improved Forest Management
CAR1187,Albion,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",No,Improved Forest Management
CAR1188,Elk Creek,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,CAR,Improved Forest Management - ARB Compliance,"Mendocino Redwood Company, LLC",No,Improved Forest Management
